Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения
"Логоформочки 5";"";"";"RUB";"620";"1";"";"";"";"Ребенок в увлекательных играх «Вершки-корешки», «Перекрестки» и др. конструирует из частей эталонных фигур предметные силуэты («грибки», «качели», «бантики» и многое другое) на игровом поле при помощи линейки, на столе, по словесному диктанту.";"";"Логоформочки 5";"";"";"logoformochki-5";"";"";"";"3-6";"";"";"http://www.geokont.ru/images/2016_03_15/13f21022-1a73-454f-970f-10084ae94540.png"
"Логоформочки 3 (с держателями)";"";"";"RUB";"520";"1";"";"";"";"В увлекательных играх «Вершки-корешки», «Перекрестки» и  «Мозаика» ребенок конструирует из частей эталонных фигур предметные силуэты («грибки», «качели», «бантики» и многое другое) на игровом поле при помощи линейки, или на столе - по словесному диктанту.";"";"Логоформочки 3 (с держателями)";"";"";"logoformochki-3-s-derzhatelyami";"";"";"";"2-5";"";"";"http://www.geokont.ru/images/2016_03_15/ae53c0a9-abca-4711-98a5-8766b62dfb6a.png"
"Логоформочки 3";"";"";"RUB";"450";"1";"";"";"";"В увлекательных играх «Вершки-корешки», «Перекрестки» и  «Мозаика» ребенок конструирует из частей эталонных фигур предметные силуэты («грибки», «качели», «бантики» и многое другое) на игровом поле при помощи линейки, или на столе - по словесному диктанту.";"";"Логоформочки 3";"";"";"logoformochki-3";"";"";"";"2-5";"";"";"http://www.geokont.ru/images/2016_03_15/7bd9e538-0c8a-470b-ac3e-56ed2200626a.png"
"Лепестки Ларчик(эталоны цвета)";"";"";"RUB";"330";"1";"";"";"";"Знаковые элементы 'Лепестки' прикрепляются к игровому полю в виде цветка с одним, двумя, тремя (и так далее) лепестками, составляют различные ряды, складывают фигурки по собственному замыслу или по заданию взрослого.";"";"Лепестки Ларчик(эталоны цвета)";"";"";"lepestki-larchiketalony-tsveta";"";"";"";"2-9";"";"";"http://www.geokont.ru/images/2016_01_22/9e559c24-2e90-4fec-bb49-63f5cc5922cc.png"
"Елочка Радужная";"";"";"RUB";"650";"1";"";"";"";"";"";"Елочка Радужная";"";"";"elochka-raduzhnaya";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_11_30/9a0ef683-74aa-4523-abd1-069fe9bce022.png"
"Елочка Ларчик (ковролин)";"";"";"RUB";"1400";"1";"";"";"";"";"";"Елочка Ларчик (ковролин)";"";"";"elochka-larchik-kovrolin";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_11_30/4e737475-b4bd-4247-b089-0f8de438a8e0.png"
"Елочка Двухцветная";"";"";"RUB";"650";"1";"";"";"";"";"";"Елочка Двухцветная";"";"";"elochka-dvukhtsvetnaya";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_11_30/3aa5a9cd-dc57-4af9-921f-7c4b73ee7061.png"
"!!Знаковые конструкторы";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Шнур малыш";"";"";"RUB";"150";"1";"";"";"";"'Шнур малыш' отличается тем, что он в три раза меньше 'шнура-затейника', а потому удобно 'сидит' в ручке самого маленького ребенка. Ребенок может выполнять шнуровку по готовым схемам, придумывать свои, следовать словесным указаниям взрослого.";"";"Шнур малыш";"";"";"shnur-malysh";"";"";"";"2-7";"";"";"http://www.geokont.ru/images/2016_03_01/9385a2a7-491f-47f0-898a-1317734d2ac0.png"
"Шнур затейник";"";"";"RUB";"280";"1";"";"";"";"Продевая шнурок через кнопку и закрепляя его, ребенок 'вышивает' узоры, цифры, буквы, слова, различные предметные силуэты по схеме, с помощью словесного диктанта или собственной фантазии.";"";"Шнур затейник";"";"";"shnur-zateynik";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_03_01/26133315-57a7-4a43-b468-18abd56d2b69.png"
"Конструктор букв 3";"";"";"RUB";"740";"1";"";"";"";"Этот вариант игры отличается от «Конструктора букв 1» большим размером, а потому прекрасно подходит для групповых развивающих занятий с детьми. Подкладывая модули под резинки на игровом поле, ребенок конструирует буквы и решает логические задачи с буквами.";"";"Конструктор букв 3";"";"";"konstruktor-bukv-3";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_03_15/cf9e1466-252f-4952-9c00-8c5032b9e8bc.png"
"Конструктор букв 1";"";"";"RUB";"360";"1";"";"";"";"Игра состоит из игрового поля с модулями. Подкладывая модули под резинки на игровом поле, ребенок конструирует буквы и решает логические задачи с буквами.";"";"Конструктор букв 1";"";"";"konstruktor-bukv-1";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_03_15/476f679f-66d7-432d-b045-71a9c2787106.png"
"Волшебная восьмерка Магнит";"";"";"RUB";"500";"1";"";"";"";"";"";"Волшебная восьмерка Магнит";"";"";"volshebnaya-vosmerka-magnit";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_11_30/a5bb93cf-a56d-498f-9b5e-1d9fe9050972.png"
"Волшебная восьмерка Ларчик (ковролин)";"";"";"RUB";"560";"1";"";"";"";"";"";"Волшебная восьмерка Ларчик (ковролин)";"";"";"volshebnaya-vosmerka-larchik-kovrolin";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_11_30/c8ec3f34-d65e-4cd4-a4f2-bf2c2343f270.png"
"Волшебная восьмерка 3";"";"";"RUB";"490";"1";"";"";"";"Этот вариант игры отличается от «Волшебной восьмерки 1» большим размером, а потому прекрасно подходит для групповых развивающих занятий с детьми. Может использоваться в качестве образца правильного мложения цифры, развития внимания и самоконтроля у ребенка.";"";"Волшебная восьмерка 3";"";"";"volshebnaya-vosmerka-3";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_03_15/7c3b0c84-b588-4602-b846-0d1479818370.png"
"Волшебная восьмерка 2";"";"";"RUB";"440";"1";"";"";"";"Игровое поле состоит из двух частей - в левой части можно составлять цифры, закрепляя их части шнурком, а в правой - подкладывая под резинку.  В более старшем возрасте ребенок мысленно моделирует цифры при помощи считалок считалок «Кохле-Охле-Желе-Зеле...» или «Эники Бэники Ели Вареники...».";"";"Волшебная восьмерка 2";"";"";"volshebnaya-vosmerka-2";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_03_15/ca847d73-a9e1-4d2e-a8f8-835ef891df30.png"
"Волшебная восьмерка 1";"";"";"RUB";"270";"1";"";"";"";"Ребенок составляет цифры от 0 до 9, подкладывая части цифр (палочки) под круглую резинку. 
В старшем возрасте мысленно моделирует цифры при помощи слов считалки «Кохле-Охле-Желе-Зеле...».";"";"Волшебная восьмерка 1";"";"";"volshebnaya-vosmerka-1";"";"";"";"3-7";"";"";"http://www.geokont.ru/images/2016_03_15/4a1c4fe1-3783-47b5-840f-cdc5116dc4fd.png"
"!!Сказочный образ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Филимон Коттерфильд (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Знаковые конструкторы'";"";"Филимон Коттерфильд (м)";"";"";"filimon-kotterfild-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/ad0396bf-4ff8-4c08-845d-755fe22ba212.png"
"Филимон Коттерфильд";"";"";"RUB";"200";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Знаковые конструкторы'";"";"Филимон Коттерфильд";"";"";"filimon-kotterfild";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/eb22d4ce-4b72-4da9-8e95-d8dcba8d8448.png"
"Пчелка Жужа (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы' ('Чудо-Соты')";"";"Пчелка Жужа (м)";"";"";"pchelka-zhuzha-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/a00e2b8f-c4ed-4936-b4d9-5370405b20c4.png"
"Пчелка Жужа";"";"";"RUB";"220";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы' ('Чудо-Соты')";"";"Пчелка Жужа";"";"";"pchelka-zhuzha";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/10fc2863-9765-44c1-b317-531985a0e28e.png"
"Паучок (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске.";"";"Паучок (м)";"";"";"pauchok-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/90dcde6f-af34-4db7-afaa-313b387159c7.png"
"Паучок";"";"";"RUB";"290";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске.";"";"Паучок";"";"";"pauchok";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/01ecc42e-a2e2-4995-b8b2-43c572fe0ed5.png"
"Околесик (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Игровизор', приложения 'Лабиринты букв' (гласные, согласные)";"";"Околесик (м)";"";"";"okolesik-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/1e40c1f0-1ae8-4f3d-9b9a-fbb491595785.png"
"Околесик";"";"";"RUB";"200";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Игровизор', приложения 'Лабиринты букв' (гласные, согласные)";"";"Околесик";"";"";"okolesik";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/9f11dcf3-65ec-4559-a324-2965e7c3ed7a.png"
"Незримка Всюсь (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр:  'Прозрачный квадрат'";"";"Незримка Всюсь (м)";"";"";"nezrimka-vsyus-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/321b7405-a598-4466-81ca-e410dd2457b5.png"
"Незримка Всюсь";"";"";"RUB";"260";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр:  'Прозрачный квадрат'";"";"Незримка Всюсь";"";"";"nezrimka-vsyus";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/b98bc154-9166-4419-9ff2-16110775634d.png"
"Медвежонок Мишик (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Медвежонок Мишик (м)";"";"";"medvezhonok-mishik-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/c8dd5bcc-fbf4-4b7c-b9b2-41871d2cf93c.png"
"Медвежонок Мишик";"";"";"RUB";"220";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Медвежонок Мишик";"";"";"medvezhonok-mishik";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/21b8d147-601a-466a-8847-96b56818cec3.png"
"Малыш Гео (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также ка герой комплектов игр: 'Геоконт', 'Прозрачный квадрат'";"";"Малыш Гео (м)";"";"";"malysh-geo-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/ee291f24-cbbb-4d9c-a1e2-353e5faf761d.png"
"Малыш Гео";"";"";"RUB";"270";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также ка герой комплектов игр: 'Геоконт', 'Прозрачный квадрат'";"";"Малыш Гео";"";"";"malysh-geo";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/4f2c48ce-9d08-4afb-899a-a1a80b260612.png"
"Магнолик (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Играем в математику'";"";"Магнолик (м)";"";"";"magnolik-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/7b05fa6d-da92-44a9-b247-36268d792163.png"
"Магнолик";"";"";"RUB";"200";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Играем в математику'";"";"Магнолик";"";"";"magnolik";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/0bd091ad-0992-40d1-9824-4998fc736c32.png"
"Луч Владыка (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой игры 'Геоконт'";"";"Луч Владыка (м)";"";"";"luch-vladyka-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/5124c7ef-ccab-46b1-ad57-feab683b852d.png"
"Луч Владыка";"";"";"RUB";"360";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой игры 'Геоконт'";"";"Луч Владыка";"";"";"luch-vladyka";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/78272bfa-557c-4b2d-bb2b-574c11a5e604.png"
"Лопушок (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Складушки'";"";"Лопушок (м)";"";"";"lopushok-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_03_09/e340eb87-5c89-4d07-886a-771d73e0d737.png"
"Лопушок";"";"";"RUB";"360";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Складушки'";"";"Лопушок";"";"";"lopushok";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/ff6be4f0-efc7-4205-beaa-1a88c5bdf5bd.png"
"Крутик По (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Эталонные конструкторы'";"";"Крутик По (м)";"";"";"krutik-po-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/194e22ac-9ed0-4e84-9a0c-c12955b83423.png"
"Крутик По";"";"";"RUB";"220";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Эталонные конструкторы'";"";"Крутик По";"";"";"krutik-po";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/6b5cc476-d183-43de-8d4a-be0ac4a25220.png"
"Краб Крабыч (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Краб Крабыч (м)";"";"";"krab-krabych-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/0c603611-a56b-4003-9c01-476ba8259693.png"
"Краб Крабыч";"";"";"RUB";"190";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Краб Крабыч";"";"";"krab-krabych";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/f42342b4-08f1-4724-8a06-51080526f059.png"
"Комплект'Гусь и Лягушки'";"";"";"RUB";"770";"1";"";"";"";"Персонажи сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Могут использоваться как самостоятельные персонажи, а также как герои комплектов игр с корабликами 'Плюх-Плюх', 'Буль-Буль' и 'Брызг-Брызг'.";"";"Комплект'Гусь и Лягушки'";"";"";"komplektgus-i-lyagushki";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/520bfd74-48d0-43d5-99f3-3e282224e075.png"
"Комплект'Гномы' (7 шт)";"";"";"RUB";"1470";"1";"";"";"";"Персонажи сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Могут использоваться как самостоятельные персонажи ФЛ, а также как герои различных комплектов игр, например 'Чудо-Конструкторы 2'";"";"Комплект'Гномы' (7 шт)";"";"";"komplektgnomy-7-sht";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/75a2ee50-7c76-471c-8480-1da8b72b7b6a.png"
"Комплект 'Гусь и Лягушки' (4 шт) (м)";"";"";"RUB";"250";"1";"";"";"";"Персонажи сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Могут использоваться как самостоятельные персонажи, а также как герои комплектов игр с корабликами 'Плюх-Плюх', 'Буль-Буль' и 'Брызг-Брызг'.";"";"Комплект 'Гусь и Лягушки' (4 шт) (м)";"";"";"komplekt-gus-i-lyagushki-4-sht-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/01005989-1195-42a2-bba3-6373d10e14f6.png"
"Комплект 'Гномы' (цвета: бел, сер, черн, 3 шт)";"";"";"RUB";"630";"1";"";"";"";"";"";"Комплект 'Гномы' (цвета: бел, сер, черн, 3 шт)";"";"";"komplekt-gnomy-tsveta-bel-ser-chern-3-sht";"";"";"";"любой";"";"";"http://www.geokont.ru/images/2016_11_30/6b2deea4-13cd-4771-97f5-00be181c730a.png"
"Комплект 'Гномы' (цвета: бел, сер, черн)";"";"";"RUB";"220";"1";"";"";"";"";"";"Комплект 'Гномы' (цвета: бел, сер, черн)";"";"";"komplekt-gnomy-tsveta-bel-ser-chern";"";"";"";"2-6";"";"";"http://www.geokont.ru/images/2017_02_09/884239b9-faa9-4f68-90ab-424a5069eab4.png"
"Комплект 'Гномы' (7 шт) (м)";"";"";"RUB";"500";"1";"";"";"";"Персонажи сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Могут использоваться как самостоятельные персонажи ФЛ, а также как герои различных комплектов игр, например 'Чудо-Конструкторы 2'";"";"Комплект 'Гномы' (7 шт) (м)";"";"";"komplekt-gnomy-7-sht-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/67a8c316-2065-4d29-ae1c-53e0bdc05b40.png"
"Китенок Тимошка (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске.  Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Китенок Тимошка (м)";"";"";"kitenok-timoshka-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/dd39f282-21d0-4093-a811-8b7849b0e395.png"
"Китенок Тимошка";"";"";"RUB";"190";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске.  Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Чудо-Конструкторы'";"";"Китенок Тимошка";"";"";"kitenok-timoshka";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/5a2d16b5-554e-42bf-92b4-1852bdfaef89.png"
"Золотой плод (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Геоконт', 'Прозрачный квадрат', 'Игровой квадрат'";"";"Золотой плод (м)";"";"";"zolotoy-plod-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/59a80f53-6f26-4f83-a997-2bdf7f8655e1.png"
"Золотой плод";"";"";"RUB";"200";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой комплектов игр: 'Геоконт', 'Прозрачный квадрат', 'Игровой квадрат'";"";"Золотой плод";"";"";"zolotoy-plod";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_02_24/0750ea2f-5a1e-4836-a00b-ea2353f2e8a3.png"
"Долька (м)";"";"";"RUB";"80";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой игры 'Чудо-Цветик'";"";"Долька (м)";"";"";"dolka-m";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/b078ac6f-f77e-43e4-9d60-bea40fcc3dae.png"
"Долька";"";"";"RUB";"210";"1";"";"";"";"Персонаж сказок 'Фиолетового леса'. Игровое пособие помогает ребенку максимально погрузиться в сказку, стать её участником и играть с удовольствием. Фигурку персонажа можно ставить на стол, прикреплять к 'Коврографу 'Ларчик', 'Фиолетовому лесу', магнитной доске. Может использоваться как самостоятельный персонаж, а также как герой игры 'Чудо-Цветик'";"";"Долька";"";"";"dolka";"";"";"";"2-8";"";"";"http://www.geokont.ru/images/2016_01_22/2260adc5-59bd-4f8d-adf9-9bd5f5b9f6ce.png"
